0,字,한글,隋語拼音,聲母,開合,等呼,韻母,聲調
570,𥛝,,byoŋ,並,開,三,鍾,平
571,捀,,byoŋ,並,開,三,鍾,平
572,峯,봉,phyoŋ,滂,開,三,鍾,平
573,鋒,봉,phyoŋ,滂,開,三,鍾,平
574,丰,봉,phyoŋ,滂,開,三,鍾,平
575,𡴀,,phyoŋ,滂,開,三,鍾,平
576,𢓱,,phyoŋ,滂,開,三,鍾,平
577,妦,,phyoŋ,滂,開,三,鍾,平
578,蠭,,phyoŋ,滂,開,三,鍾,平
579,蜂,봉,phyoŋ,滂,開,三,鍾,平
580,𧒒,,phyoŋ,滂,開,三,鍾,平
581,蘴,,phyoŋ,滂,開,三,鍾,平
582,桻,,phyoŋ,滂,開,三,鍾,平
583,㷭,,phyoŋ,滂,開,三,鍾,平
584,烽,봉,phyoŋ,滂,開,三,鍾,平
585,莑,,phyoŋ,滂,開,三,鍾,平
586,仹,,phyoŋ,滂,開,三,鍾,平
587,㸼,,phyoŋ,滂,開,三,鍾,平
588,縱,종,cyoŋ,精,開,三,鍾,平
589,𣯨,,cyoŋ,精,開,三,鍾,平
590,蹤,종,cyoŋ,精,開,三,鍾,平
591,䡮,,cyoŋ,精,開,三,鍾,平
592,樅,종,cyoŋ,精,開,三,鍾,平
593,磫,,cyoŋ,精,開,三,鍾,平
594,豵,,cyoŋ,精,開,三,鍾,平
595,熧,,cyoŋ,精,開,三,鍾,平
596,𧺣,,cyoŋ,精,開,三,鍾,平
597,茸,용,nyoŋ,日,開,三,鍾,平
598,䩸,,nyoŋ,日,開,三,鍾,平
599,髶,,nyoŋ,日,開,三,鍾,平
600,䇯,,nyoŋ,日,開,三,鍾,平
601,襛,,nyoŋ,日,開,三,鍾,平
602,穠,농,nyoŋ,日,開,三,鍾,平
603,搑,,nyoŋ,日,開,三,鍾,平
604,𥎂,,nyoŋ,日,開,三,鍾,平
605,榵,,nyoŋ,日,開,三,鍾,平
606,穁,,nyoŋ,日,開,三,鍾,平
607,蛩,공,gyoŋ,群,開,三,鍾,平
608,邛,공,gyoŋ,群,開,三,鍾,平
609,舼,,gyoŋ,群,開,三,鍾,平
610,𦨰,,gyoŋ,群,開,三,鍾,平
611,筇,,gyoŋ,群,開,三,鍾,平
612,輁,,gyoŋ,群,開,三,鍾,平
613,𦭭,,gyoŋ,群,開,三,鍾,平
614,𥳎,,gyoŋ,群,開,三,鍾,平
615,䂬,,gyoŋ,群,開,三,鍾,平
616,蛬,공,gyoŋ,群,開,三,鍾,平
617,𠌖,,gyoŋ,群,開,三,鍾,平
618,𩬰,,gyoŋ,群,開,三,鍾,平
619,桏,,gyoŋ,群,開,三,鍾,平
620,䅃,,gyoŋ,群,開,三,鍾,平
621,𤤶,,gyoŋ,群,開,三,鍾,平
622,𩢽,,gyoŋ,群,開,三,鍾,平
623,鱅,용,dyoŋ,常,開,三,鍾,平
624,慵,용,dyoŋ,常,開,三,鍾,平
625,𩌨,,dyoŋ,常,開,三,鍾,平
626,恭,공,kyoŋ,見,開,三,鍾,平
627,龔,공,kyoŋ,見,開,三,鍾,平
628,供,공,kyoŋ,見,開,三,鍾,平
629,珙,공,kyoŋ,見,開,三,鍾,平
630,䢼,,kyoŋ,見,開,三,鍾,平
631,共,공,kyoŋ,見,開,三,鍾,平
632,𤱨,,kyoŋ,見,開,三,鍾,平
633,廾,,kyoŋ,見,開,三,鍾,平
634,髸,,kyoŋ,見,開,三,鍾,平
635,䳍,,kyoŋ,見,開,三,鍾,平
636,蜙,,syoŋ,心,開,三,鍾,平
637,淞,송,syoŋ,心,開,三,鍾,平
638,凇,송,syoŋ,心,開,三,鍾,平
639,鬆,송,syoŋ,心,開,三,鍾,平
640,倯,,syoŋ,心,開,三,鍾,平
641,𢔋,,syoŋ,心,開,三,鍾,平
642,樅,종,chyoŋ,清,開,三,鍾,平
643,鏦,총,chyoŋ,清,開,三,鍾,平
644,從,종,chyoŋ,清,開,三,鍾,平
645,暰,,chyoŋ,清,開,三,鍾,平
646,䗥,,chyoŋ,清,開,三,鍾,平
647,瑽,종,chyoŋ,清,開,三,鍾,平
648,摐,,chyoŋ,清,開,三,鍾,平
649,䐫,,chyoŋ,清,開,三,鍾,平
650,𥡬,,chyoŋ,清,開,三,鍾,平
651,𧺣,,chyoŋ,清,開,三,鍾,平
652,鬆,송,chyoŋ,清,開,三,鍾,平
653,𨑪,,chyoŋ,清,開,三,鍾,平
654,銎,공,khyoŋ,溪,開,三,鍾,平
655,𥳎,,khyoŋ,溪,開,三,鍾,平
656,江,강,kroŋ,見,開,二,江,平
657,扛,강,kroŋ,見,開,二,江,平
658,杠,강,kroŋ,見,開,二,江,平
659,茳,강,kroŋ,見,開,二,江,平
660,釭,공,kroŋ,見,開,二,江,平
661,矼,강,kroŋ,見,開,二,江,平
662,豇,강,kroŋ,見,開,二,江,平
663,肛,항,kroŋ,見,開,二,江,平
664,玒,,kroŋ,見,開,二,江,平
665,𧢸,,kroŋ,見,開,二,江,平
666,䜫,,kroŋ,見,開,二,江,平
667,厖,방,mroŋ,明,開,二,江,平
668,駹,,mroŋ,明,開,二,江,平
669,狵,,mroŋ,明,開,二,江,平
670,尨,방,mroŋ,明,開,二,江,平
671,浝,,mroŋ,明,開,二,江,平
672,哤,방,mroŋ,明,開,二,江,平
673,牻,,mroŋ,明,開,二,江,平
674,娏,,mroŋ,明,開,二,江,平
675,䵨,,mroŋ,明,開,二,江,平
676,㟌,,mroŋ,明,開,二,江,平
677,蛖,,mroŋ,明,開,二,江,平
678,𥆙,,mroŋ,明,開,二,江,平
679,痝,,mroŋ,明,開,二,江,平
680,𠈵,,mroŋ,明,開,二,江,平
681,𦗳,,nroŋ,娘,開,二,江,平
682,𣰊,,nroŋ,娘,開,二,江,平
683,涳,,nroŋ,娘,開,二,江,平
684,噥,농,nroŋ,娘,開,二,江,平
685,𩟊,,nroŋ,娘,開,二,江,平
686,鬞,,nroŋ,娘,開,二,江,平
687,䁸,,nroŋ,娘,開,二,江,平
688,𪆯,,nroŋ,娘,開,二,江,平
689,囪,창,chroŋ,初,開,二,江,平
690,䆫,,chroŋ,初,開,二,江,平
691,牎,,chroŋ,初,開,二,江,平
692,窓,창,chroŋ,初,開,二,江,平
693,䎫,,chroŋ,初,開,二,江,平
694,堫,,chroŋ,初,開,二,江,平
695,摐,,chroŋ,初,開,二,江,平
696,鏦,총,chroŋ,初,開,二,江,平
697,𥍷,,chroŋ,初,開,二,江,平
698,邦,방,proŋ,幫,開,二,江,平
699,𤰫,,proŋ,幫,開,二,江,平
700,梆,방,proŋ,幫,開,二,江,平
701,垹,,proŋ,幫,開,二,江,平
702,栙,,xroŋ,匣,開,二,江,平
703,䜶,,xroŋ,匣,開,二,江,平
704,降,강,xroŋ,匣,開,二,江,平
705,缸,항,xroŋ,匣,開,二,江,平
706,缻,,xroŋ,匣,開,二,江,平
707,洚,,xroŋ,匣,開,二,江,平
708,夅,,xroŋ,匣,開,二,江,平
709,跭,,xroŋ,匣,開,二,江,平
710,胮,,phroŋ,滂,開,二,江,平
711,𤵸,,phroŋ,滂,開,二,江,平
712,𩐨,,phroŋ,滂,開,二,江,平
713,𪔔,,phroŋ,滂,開,二,江,平
714,𪐿,,phroŋ,滂,開,二,江,平
715,瀧,롱,l*roŋ,來,開,二,江,平
716,䮾,,l*roŋ,來,開,二,江,平
717,雙,쌍,sroŋ,生,開,二,江,平
718,艭,,sroŋ,生,開,二,江,平
719,䉶,,sroŋ,生,開,二,江,平
720,𢥠,,sroŋ,生,開,二,江,平
721,䝄,,sroŋ,生,開,二,江,平
722,瀧,롱,sroŋ,生,開,二,江,平
723,𨇯,,sroŋ,生,開,二,江,平
724,龐,방,broŋ,並,開,二,江,平
725,逄,,broŋ,並,開,二,江,平
726,胮,,broŋ,並,開,二,江,平
727,𩐨,,broŋ,並,開,二,江,平
728,舽,방,broŋ,並,開,二,江,平
729,肛,항,qhroŋ,曉,開,二,江,平
730,啌,,qhroŋ,曉,開,二,江,平
731,谾,,qhroŋ,曉,開,二,江,平
732,舡,강,qhroŋ,曉,開,二,江,平
733,胦,,qroŋ,影,開,二,江,平
734,腔,강,khroŋ,溪,開,二,江,平
735,𤟄,,khroŋ,溪,開,二,江,平
736,羫,강,khroŋ,溪,開,二,江,平
737,控,공,khroŋ,溪,開,二,江,平
738,椌,,khroŋ,溪,開,二,江,平
739,悾,공,khroŋ,溪,開,二,江,平
740,跫,공,khroŋ,溪,開,二,江,平
741,涳,,khroŋ,溪,開,二,江,平
742,崆,공,khroŋ,溪,開,二,江,平
743,𩩝,,khroŋ,溪,開,二,江,平
744,㾤,,khroŋ,溪,開,二,江,平
745,㼹,,khroŋ,溪,開,二,江,平
746,幢,당,droŋ,澄,開,二,江,平
747,撞,당,droŋ,澄,開,二,江,平
748,橦,동,droŋ,澄,開,二,江,平
749,𣃘,,droŋ,澄,開,二,江,平
750,噇,담,droŋ,澄,開,二,江,平
751,𩪘,,droŋ,澄,開,二,江,平
752,憃,용,throŋ,徹,開,二,江,平
753,䚎,,throŋ,徹,開,二,江,平
754,𥡟,,throŋ,徹,開,二,江,平
755,䄝,,throŋ,徹,開,二,江,平
756,𧜧,,throŋ,徹,開,二,江,平
757,樁,,troŋ,知,開,二,江,平
758,𣻛,,troŋ,知,開,二,江,平
759,㟅,,ŋroŋ,疑,開,二,江,平
760,淙,종,dzroŋ,崇,開,二,江,平
761,鬃,,dzroŋ,崇,開,二,江,平
762,㼻,,dzroŋ,崇,開,二,江,平
763,𩞐,,dzroŋ,崇,開,二,江,平
764,支,지,tie,章,開,三,支A,平
765,𥾣,,tie,章,開,三,支A,平
766,只,지,tie,章,開,三,支A,平
767,汥,,tie,章,開,三,支A,平
768,㲍,,tie,章,開,三,支A,平
769,巵,치,tie,章,開,三,支A,平
770,梔,치,tie,章,開,三,支A,平
771,枝,지,tie,章,開,三,支A,平
772,衹,,tie,章,開,三,支A,平
773,㽻,,tie,章,開,三,支A,平
774,衼,,tie,章,開,三,支A,平
775,肢,지,tie,章,開,三,支A,平
776,胑,,tie,章,開,三,支A,平
777,𨈛,,tie,章,開,三,支A,平
778,禔,제,tie,章,開,三,支A,平
779,馶,,tie,章,開,三,支A,平
780,氏,씨,tie,章,開,三,支A,平
781,疻,,tie,章,開,三,支A,平
782,㩼,,tie,章,開,三,支A,平
783,鳷,,tie,章,開,三,支A,平
784,䧴,,tie,章,開,三,支A,平
785,觶,치,tie,章,開,三,支A,平
786,榰,지,tie,章,開,三,支A,平
787,㯄,,tie,章,開,三,支A,平
788,𪂅,,tie,章,開,三,支A,平
789,𧌔,,tie,章,開,三,支A,平
790,眵,,tie,章,開,三,支A,平
791,䡋,,tie,章,開,三,支A,平
792,𩍲,,tie,章,開,三,支A,平
793,移,이,jie,以,開,三,支A,平
794,䄬,,jie,以,開,三,支A,平
795,迻,,jie,以,開,三,支A,平
796,𠩗,,jie,以,開,三,支A,平
797,杝,,jie,以,開,三,支A,平
798,鉹,,jie,以,開,三,支A,平
799,袲,,jie,以,開,三,支A,平
800,箷,,jie,以,開,三,支A,平
801,𥠥,,jie,以,開,三,支A,平
802,㥴,,jie,以,開,三,支A,平
803,詑,이,jie,以,開,三,支A,平
804,簃,,jie,以,開,三,支A,平
805,䔟,,jie,以,開,三,支A,平
806,熪,,jie,以,開,三,支A,平
807,扅,,jie,以,開,三,支A,平
808,衪,,jie,以,開,三,支A,平
809,暆,,jie,以,開,三,支A,平
810,迆,,jie,以,開,三,支A,平
811,𤝻,,jie,以,開,三,支A,平
812,栘,,jie,以,開,三,支A,平
813,歋,,jie,以,開,三,支A,平
814,酏,,jie,以,開,三,支A,平
815,匜,이,jie,以,開,三,支A,平
816,拸,,jie,以,開,三,支A,平
817,謻,,jie,以,開,三,支A,平
818,𠗺,,jie,以,開,三,支A,平
819,蛇,사,jie,以,開,三,支A,平
820,虵,,jie,以,開,三,支A,平
821,螔,,jie,以,開,三,支A,平
822,𠐀,,jie,以,開,三,支A,平
823,𣣢,,jie,以,開,三,支A,平
824,䬁,,jie,以,開,三,支A,平
825,爲,위,xrye,云,合,三,支B,平
826,為,위,xrye,云,合,三,支B,平
827,潙,규,xrye,云,合,三,支B,平
828,䧦,,xrye,云,合,三,支B,平
829,鄬,,xrye,云,合,三,支B,平
830,𩻟,,xrye,云,合,三,支B,平
831,嬀,규,krye,見,合,三,支B,平
832,潙,규,krye,見,合,三,支B,平
833,𪎮,,qhrye,曉,合,三,支B,平
834,麾,휘,qhrye,曉,合,三,支B,平
835,噅,위,qhrye,曉,合,三,支B,平
836,撝,휘,qhrye,曉,合,三,支B,平
837,𩻟,,qhrye,曉,合,三,支B,平
838,䧦,,qhrye,曉,合,三,支B,平
839,逶,위,qrye,影,合,三,支B,平
840,𣨙,,qrye,影,合,三,支B,平
841,萎,위,qrye,影,合,三,支B,平
842,㮃,,qrye,影,合,三,支B,平
843,覣,,qrye,影,合,三,支B,平
844,蜲,,qrye,影,合,三,支B,平
845,痿,위,qrye,影,合,三,支B,平
846,倭,위,qrye,影,合,三,支B,平
847,委,위,qrye,影,合,三,支B,平
848,䴧,,qrye,影,合,三,支B,平
849,蟡,,qrye,影,合,三,支B,平
850,糜,미,mrie,明,開,三,支B,平
851,縻,미,mrie,明,開,三,支B,平
852,㸏,,mrie,明,開,三,支B,平
853,𪎕,,mrie,明,開,三,支B,平
854,蘼,미,mrie,明,開,三,支B,平
855,䊳,,mrie,明,開,三,支B,平
856,𪎭,,mrie,明,開,三,支B,平
857,𦗕,,mrie,明,開,三,支B,平
858,醿,,mrie,明,開,三,支B,平
859,隓,,qhye,曉,合,三,支A,平
860,墮,타,qhye,曉,合,三,支A,平
861,隳,휴,qhye,曉,合,三,支A,平
862,眭,,qhye,曉,合,三,支A,平
863,觿,,qhye,曉,合,三,支A,平
864,睢,수,qhye,曉,合,三,支A,平
865,䜐,,qhye,曉,合,三,支A,平
866,鑴,,qhye,曉,合,三,支A,平
867,蘳,,qhye,曉,合,三,支A,平
868,鬌,,drye,澄,合,三,支B,平
869,錘,추,drye,澄,合,三,支B,平
870,甀,,drye,澄,合,三,支B,平
871,𡍮,,dye,常,合,三,支A,平
872,垂,수,dye,常,合,三,支A,平
873,陲,수,dye,常,合,三,支A,平
874,倕,수,dye,常,合,三,支A,平
875,𦈼,,dye,常,合,三,支A,平
876,𨿠,,dye,常,合,三,支A,平
877,圌,천,dye,常,合,三,支A,平
878,篅,,dye,常,合,三,支A,平
879,𥳙,,dye,常,合,三,支A,平
880,𠂹,,dye,常,合,三,支A,平
881,羸,리,lye,來,合,三,支A,平
882,𡰠,,lye,來,合,三,支A,平
883,吹,취,thye,昌,合,三,支A,平
884,炊,취,thye,昌,合,三,支A,平
885,䶴,,thye,昌,合,三,支A,平
886,鈹,,phrie,滂,開,三,支B,平
887,帔,,phrie,滂,開,三,支B,平
888,鮍,,phrie,滂,開,三,支B,平
889,披,피,phrie,滂,開,三,支B,平
890,𤱍,,phrie,滂,開,三,支B,平
891,耚,,phrie,滂,開,三,支B,平
892,狓,,phrie,滂,開,三,支B,平
893,翍,,phrie,滂,開,三,支B,平
894,旇,,phrie,滂,開,三,支B,平
895,秛,,phrie,滂,開,三,支B,平
896,𤿎,,phrie,滂,開,三,支B,平
897,㱟,,phrie,滂,開,三,支B,平
898,陂,피,prie,幫,開,三,支B,平
899,詖,피,prie,幫,開,三,支B,平
900,碑,비,prie,幫,開,三,支B,平
901,羆,비,prie,幫,開,三,支B,平
902,𥀍,,prie,幫,開,三,支B,平
903,𨰟,,prie,幫,開,三,支B,平
904,𤜑,,prie,幫,開,三,支B,平
905,𨧦,,prie,幫,開,三,支B,平
906,𥶓,,prie,幫,開,三,支B,平
907,襬,,prie,幫,開,三,支B,平
908,藣,,prie,幫,開,三,支B,平
909,隨,수,zye,邪,合,三,支A,平
910,隋,수,zye,邪,合,三,支A,平
911,𥶻,,zye,邪,合,三,支A,平
912,虧,휴,khrye,溪,合,三,支B,平
913,闚,규,khye,溪,合,三,支A,平
914,窺,규,khye,溪,合,三,支A,平
915,竒,,grie,群,開,三,支B,平
916,琦,기,grie,群,開,三,支B,平
917,騎,기,grie,群,開,三,支B,平
918,鵸,,grie,群,開,三,支B,平
919,弜,,grie,群,開,三,支B,平
920,鬾,,grie,群,開,三,支B,平
921,碕,,grie,群,開,三,支B,平
922,𢺷,,grie,群,開,三,支B,平
923,㩽,,grie,群,開,三,支B,平
924,錡,기,grie,群,開,三,支B,平
925,祇,기,gie,群,開,三,支A,平
926,示,시,gie,群,開,三,支A,平
927,衹,,gie,群,開,三,支A,平
928,岐,기,gie,群,開,三,支A,平
929,歧,기,gie,群,開,三,支A,平
930,𨙸,,gie,群,開,三,支A,平
931,馶,,gie,群,開,三,支A,平
932,疧,,gie,群,開,三,支A,平
933,蚑,,gie,群,開,三,支A,平
934,忯,,gie,群,開,三,支A,平
935,䞚,,gie,群,開,三,支A,平
936,翄,,gie,群,開,三,支A,平
937,𢻚,,gie,群,開,三,支A,平
938,軝,,gie,群,開,三,支A,平
939,𩉬,,gie,群,開,三,支A,平
940,芪,기,gie,群,開,三,支A,平
941,汥,,gie,群,開,三,支A,平
942,跂,기,gie,群,開,三,支A,平
943,䲬,,gie,群,開,三,支A,平
944,蚑,,gie,群,開,三,支A,平
945,䉻,,gie,群,開,三,支A,平
946,𦭲,,gie,群,開,三,支A,平
947,伎,기,gie,群,開,三,支A,平
948,𨱜,,gie,群,開,三,支A,平
949,𠁭,,gie,群,開,三,支A,平
950,犧,희,qhrie,曉,開,三,支B,平
951,羲,희,qhrie,曉,開,三,支B,平
952,焁,,qhrie,曉,開,三,支B,平
953,桸,,qhrie,曉,開,三,支B,平
954,巇,,qhrie,曉,開,三,支B,平
955,羛,,qhrie,曉,開,三,支B,平
956,戲,희,qhrie,曉,開,三,支B,平
957,𤃪,,qhrie,曉,開,三,支B,平
958,曦,희,qhrie,曉,開,三,支B,平
959,𢹍,,qhrie,曉,開,三,支B,平
960,𧕆,,qhrie,曉,開,三,支B,平
961,䚙,,qhrie,曉,開,三,支B,平
962,䖒,,qhrie,曉,開,三,支B,平
963,㺣,,qhrie,曉,開,三,支B,平
964,𣤴,,qhrie,曉,開,三,支B,平
965,𢨛,,qhrie,曉,開,三,支B,平
966,㚀,,qhrie,曉,開,三,支B,平
967,隵,,qhrie,曉,開,三,支B,平
968,㩻,,khrie,溪,開,三,支B,平
969,觭,,khrie,溪,開,三,支B,平
970,踦,,khrie,溪,開,三,支B,平
971,㱦,,khrie,溪,開,三,支B,平
972,崎,기,khrie,溪,開,三,支B,平
973,𦖊,,khrie,溪,開,三,支B,平
974,碕,,khrie,溪,開,三,支B,平
975,𤘌,,khrie,溪,開,三,支B,平
976,㥓,,khrie,溪,開,三,支B,平
977,䗁,,khrie,溪,開,三,支B,平
978,攲,기,khrie,溪,開,三,支B,平
979,宜,의,ŋrie,疑,開,三,支B,平
980,宐,,ŋrie,疑,開,三,支B,平
981,𠣨,,ŋrie,疑,開,三,支B,平
982,㝖,,ŋrie,疑,開,三,支B,平
983,儀,의,ŋrie,疑,開,三,支B,平
984,𥪺,,ŋrie,疑,開,三,支B,平
985,䣡,,ŋrie,疑,開,三,支B,平
986,䴊,,ŋrie,疑,開,三,支B,平
987,轙,,ŋrie,疑,開,三,支B,平
988,涯,애,ŋrie,疑,開,三,支B,平
989,崖,애,ŋrie,疑,開,三,支B,平
990,皮,피,brie,並,開,三,支B,平
991,疲,피,brie,並,開,三,支B,平
992,郫,비,brie,並,開,三,支B,平
993,罷,파,brie,並,開,三,支B,平
994,㯅,,brie,並,開,三,支B,平
995,犤,,brie,並,開,三,支B,平
996,提,제,die,常,開,三,支A,平
997,𦑡,,die,常,開,三,支A,平
998,㖷,,die,常,開,三,支A,平
999,匙,시,die,常,開,三,支A,平
1000,䈕,,die,常,開,三,支A,平
1001,堤,제,die,常,開,三,支A,平
1002,禔,제,die,常,開,三,支A,平
1003,𦳚,,die,常,開,三,支A,平
1004,忯,,die,常,開,三,支A,平
1005,姼,,die,常,開,三,支A,平
1006,眂,,die,常,開,三,支A,平
1007,𣏚,,die,常,開,三,支A,平
1008,兒,아,nie,日,開,三,支A,平
1009,𠒆,,nie,日,開,三,支A,平
1010,唲,아,nie,日,開,三,支A,平
1011,婼,,nie,日,開,三,支A,平
1012,離,리,lie,來,開,三,支A,平
1013,籬,리,lie,來,開,三,支A,平
1014,醨,,lie,來,開,三,支A,平
1015,罹,리,lie,來,開,三,支A,平
1016,璃,리,lie,來,開,三,支A,平
1017,酈,력,lie,來,開,三,支A,平
1018,𣀷,,lie,來,開,三,支A,平
1019,驪,려,lie,來,開,三,支A,平
1020,𪖂,,lie,來,開,三,支A,平
1021,樆,,lie,來,開,三,支A,平
1022,鸝,,lie,來,開,三,支A,平
1023,鵹,,lie,來,開,三,支A,平
1024,𪅆,,lie,來,開,三,支A,平
1025,縭,,lie,來,開,三,支A,平
1026,褵,,lie,來,開,三,支A,平
1027,蘺,,lie,來,開,三,支A,平
1028,䕻,,lie,來,開,三,支A,平
1029,麗,리,lie,來,開,三,支A,平
1030,离,리,lie,來,開,三,支A,平
1031,䍦,,lie,來,開,三,支A,平
1032,㰚,,lie,來,開,三,支A,平
1033,蠡,려,lie,來,開,三,支A,平
1034,䅻,,lie,來,開,三,支A,平
1035,孋,,lie,來,開,三,支A,平
1036,漓,리,lie,來,開,三,支A,平
1037,灕,,lie,來,開,三,支A,平
1038,𧕯,,lie,來,開,三,支A,平
1039,㷰,,lie,來,開,三,支A,平
1040,𧕮,,lie,來,開,三,支A,平
1041,攡,,lie,來,開,三,支A,平
1042,黐,리,lie,來,開,三,支A,平
1043,矖,,lie,來,開,三,支A,平
1044,穲,,lie,來,開,三,支A,平
1045,𢟢,,lie,來,開,三,支A,平
1046,𢥗,,lie,來,開,三,支A,平
1047,謧,,lie,來,開,三,支A,平
1048,劙,리,lie,來,開,三,支A,平
1049,疵,자,dzie,從,開,三,支A,平
1050,骴,,dzie,從,開,三,支A,平
1051,玼,,dzie,從,開,三,支A,平
1052,茈,자,dzie,從,開,三,支A,平
1053,𣐑,,dzie,從,開,三,支A,平
1054,胔,,dzie,從,開,三,支A,平
1055,飺,,dzie,從,開,三,支A,平
1056,鴜,,dzie,從,開,三,支A,平
1057,貲,자,cie,精,開,三,支A,平
1058,頿,자,cie,精,開,三,支A,平
1059,鴜,,cie,精,開,三,支A,平
1060,𪕊,,cie,精,開,三,支A,平
1061,鮆,,cie,精,開,三,支A,平
1062,訾,자,cie,精,開,三,支A,平
1063,鄑,,cie,精,開,三,支A,平
1064,㠿,,cie,精,開,三,支A,平
1065,媊,,cie,精,開,三,支A,平
1066,𨚖,,cie,精,開,三,支A,平
1067,㰣,,cie,精,開,三,支A,平
1068,鈭,,cie,精,開,三,支A,平
1069,姕,,cie,精,開,三,支A,平
1070,𦺱,,cie,精,開,三,支A,平
1071,䖪,,cie,精,開,三,支A,平
1072,觜,자,cie,精,開,三,支A,平
1073,羈,기,krie,見,開,三,支B,平
1074,畸,기,krie,見,開,三,支B,平
1075,羇,기,krie,見,開,三,支B,平
1076,掎,기,krie,見,開,三,支B,平
1077,攲,기,krie,見,開,三,支B,平
1078,竒,,krie,見,開,三,支B,平
1079,㱦,,krie,見,開,三,支B,平
1080,妓,기,krie,見,開,三,支B,平
1081,躸,,krie,見,開,三,支B,平
1082,卑,비,pie,幫,開,三,支A,平
1083,鵯,필,pie,幫,開,三,支A,平
1084,椑,비,pie,幫,開,三,支A,平
1085,箄,,pie,幫,開,三,支A,平
1086,裨,비,pie,幫,開,三,支A,平
1087,鞞,,pie,幫,開,三,支A,平
1088,𩔹,,pie,幫,開,三,支A,平
1089,痺,비,pie,幫,開,三,支A,平
1090,渒,,pie,幫,開,三,支A,平
1091,錍,,pie,幫,開,三,支A,平
1092,𢃍,,pie,幫,開,三,支A,平
1093,陴,비,bie,並,開,三,支A,平
1094,𩫫,,bie,並,開,三,支A,平
1095,焷,,bie,並,開,三,支A,平
1096,脾,비,bie,並,開,三,支A,平
1097,䴽,,bie,並,開,三,支A,平
1098,埤,비,bie,並,開,三,支A,平
1099,裨,비,bie,並,開,三,支A,平
1100,蜱,,bie,並,開,三,支A,平
1101,𧓎,,bie,並,開,三,支A,平
1102,螷,,bie,並,開,三,支A,平
1103,蠯,,bie,並,開,三,支A,平
1104,㯅,,bie,並,開,三,支A,平
1105,郫,비,bie,並,開,三,支A,平
1106,𪌈,,bie,並,開,三,支A,平
1107,紕,비,bie,並,開,三,支A,平
1108,䌳,,shie,書,開,三,支A,平
1109,絁,,shie,書,開,三,支A,平
1110,施,시,shie,書,開,三,支A,平
1111,葹,,shie,書,開,三,支A,平
1112,䙾,,shie,書,開,三,支A,平
1113,鍦,,shie,書,開,三,支A,平
1114,鉈,,shie,書,開,三,支A,平
1115,鸍,,shie,書,開,三,支A,平
1116,𪓿,,shie,書,開,三,支A,平
1117,䗐,,shie,書,開,三,支A,平
1118,𧠜,,shie,書,開,三,支A,平
1119,𢻫,,shie,書,開,三,支A,平
1120,斯,사,sie,心,開,三,支A,平
1121,虒,,sie,心,開,三,支A,平
1122,𩆵,,sie,心,開,三,支A,平
1123,榹,,sie,心,開,三,支A,平
1124,㴲,,sie,心,開,三,支A,平
1125,廝,시,sie,心,開,三,支A,平
1126,㒋,,sie,心,開,三,支A,平
1127,凘,시,sie,心,開,三,支A,平
1128,磃,,sie,心,開,三,支A,平
1129,㾷,,sie,心,開,三,支A,平
1130,傂,,sie,心,開,三,支A,平
1131,謕,,sie,心,開,三,支A,平
1132,鼶,,sie,心,開,三,支A,平
1133,𪆁,,sie,心,開,三,支A,平
1134,蟴,,sie,心,開,三,支A,平
1135,㽄,,sie,心,開,三,支A,平
1136,螔,,sie,心,開,三,支A,平
1137,䫢,,sie,心,開,三,支A,平
1138,䌳,,sie,心,開,三,支A,平
1139,䔮,,sie,心,開,三,支A,平
1140,菥,,sie,心,開,三,支A,平
1141,𥕶,,sie,心,開,三,支A,平
1142,蜤,,sie,心,開,三,支A,平
1143,燍,,sie,心,開,三,支A,平
1144,禠,,sie,心,開,三,支A,平
1145,鐁,,sie,心,開,三,支A,平
1146,差,차,chrie,初,開,三,支B,平
1147,嵯,차,chrie,初,開,三,支B,平
1148,𪙉,,chrie,初,開,三,支B,平
1149,縒,,chrie,初,開,三,支B,平
1150,摛,,thrie,徹,開,三,支B,平
1151,螭,리,thrie,徹,開,三,支B,平
1152,誺,,thrie,徹,開,三,支B,平
1153,魑,리,thrie,徹,開,三,支B,平
1154,黐,리,thrie,徹,開,三,支B,平
1155,㷰,,thrie,徹,開,三,支B,平
1156,离,리,thrie,徹,開,三,支B,平
1157,𡴥,,thrie,徹,開,三,支B,平
1158,彲,,thrie,徹,開,三,支B,平
1159,彌,미,mie,明,開,三,支A,平
1160,𢏏,,mie,明,開,三,支A,平
1161,鸍,,mie,明,開,三,支A,平
1162,镾,,mie,明,開,三,支A,平
1163,䍘,,mie,明,開,三,支A,平
1164,𨤐,,mie,明,開,三,支A,平
1165,𥉓,,mie,明,開,三,支A,平
1166,㣆,,mie,明,開,三,支A,平
1167,獼,미,mie,明,開,三,支A,平
1168,𥸀,,mie,明,開,三,支A,平
1169,擟,,mie,明,開,三,支A,平
1170,麊,,mie,明,開,三,支A,平
1171,冞,미,mie,明,開,三,支A,平
1172,㜷,,mie,明,開,三,支A,平
1173,䥸,,mie,明,開,三,支A,平
1174,𥎖,,mie,明,開,三,支A,平
1175,瀰,미,mie,明,開,三,支A,平
1176,雌,자,chie,清,開,三,支A,平
1177,𦙼,,chie,清,開,三,支A,平
1178,姕,,chie,清,開,三,支A,平
1179,鈭,,chie,清,開,三,支A,平
1180,𦍧,,chie,清,開,三,支A,平
